Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
Travels Rarely,-0.622,Reduces Risk,398,2,0,0,0.1406825962810275,112661.44,Medium
Travels Frequently,-0.49,Reduces Risk,398,3,0,0,0.1406825962810275,112661.44,Medium
Single,-0.475,Reduces Risk,398,4,0,0,0.1406825962810275,112661.44,Medium
YearsWithCurrManager,-0.416,Reduces Risk,398,5,0,0,0.1406825962810275,112661.44,Medium
Overtime,1.744,Increases Risk,1067,1,0,0,0.14961441237175696,123638.36,Medium
Sales Executive,0.696,Increases Risk,1067,2,0,0,0.14961441237175696,123638.36,Medium
Sales Department,0.404,Increases Risk,1067,3,0,0,0.14961441237175696,123638.36,Medium
Travels Rarely,0.35,Increases Risk,1067,4,0,0,0.14961441237175696,123638.36,Medium
YearsWithCurrManager,0.24,Increases Risk,1067,5,0,0,0.14961441237175696,123638.36,Medium
Travels Frequently,-0.49,Reduces Risk,1067,1,0,0,0.14961441237175696,123638.36,Medium
Single,-0.475,Reduces Risk,1067,2,0,0,0.14961441237175696,123638.36,Medium
Medical,-0.343,Reduces Risk,1067,3,0,0,0.14961441237175696,123638.36,Medium
Age,-0.3,Reduces Risk,1067,4,0,0,0.14961441237175696,123638.36,Medium
Male,-0.296,Reduces Risk,1067,5,0,0,0.14961441237175696,123638.36,Medium
Overtime,1.744,Increases Risk,433,1,0,0,0.09133980176710743,149137.8,High
Sales Executive,0.696,Increases Risk,433,2,0,0,0.09133980176710743,149137.8,High
Sales Department,0.404,Increases Risk,433,3,0,0,0.09133980176710743,149137.8,High
YearsInCurrentRole,0.375,Increases Risk,433,4,0,0,0.09133980176710743,149137.8,High
Travels Rarely,0.35,Increases Risk,433,5,0,0,0.09133980176710743,149137.8,High
JobSatisfaction,-0.51,Reduces Risk,433,1,0,0,0.09133980176710743,149137.8,High
Travels Frequently,-0.49,Reduces Risk,433,2,0,0,0.09133980176710743,149137.8,High
Single,-0.475,Reduces Risk,433,3,0,0,0.09133980176710743,149137.8,High
YearsAtCompany,-0.39,Reduces Risk,433,4,0,0,0.09133980176710743,149137.8,High
Male,-0.296,Reduces Risk,433,5,0,0,0.09133980176710743,149137.8,High
YearsAtCompany,3.234,Increases Risk,270,1,0,0,0.08606803552155842,295049.83,High
Overtime,1.744,Increases Risk,270,2,0,0,0.08606803552155842,295049.83,High
Single,0.883,Increases Risk,270,3,0,0,0.08606803552155842,295049.83,High
JobSatisfaction,0.676,Increases Risk,270,4,0,0,0.08606803552155842,295049.83,High
EstimatedMonthlySalary,0.547,Increases Risk,270,5,0,0,0.08606803552155842,295049.83,High
TotalWorkingYears,-1.575,Reduces Risk,270,1,0,0,0.08606803552155842,295049.83,High
YearsWithCurrManager,-1.204,Reduces Risk,270,2,0,0,0.08606803552155842,295049.83,High
YearsInCurrentRole,-1.046,Reduces Risk,270,3,0,0,0.08606803552155842,295049.83,High
EnvironmentSatisfaction,-0.588,Reduces Risk,270,4,0,0,0.08606803552155842,295049.83,High
NumCompaniesWorked,-0.524,Reduces Risk,270,5,0,0,0.08606803552155842,295049.83,High
Manufacturing Director,0.541,Increases Risk,809,1,0,0,0.001129460473778164,1556.28,Low
Travels Rarely,0.35,Increases Risk,809,2,0,0,0.001129460473778164,1556.28,Low
JobSatisfaction,0.281,Increases Risk,809,3,0,0,0.001129460473778164,1556.28,Low
YearsAtCompany,0.269,Increases Risk,809,4,0,0,0.001129460473778164,1556.28,Low
WorkLifeBalance,0.221,Increases Risk,809,5,0,0,0.001129460473778164,1556.28,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,809,1,0,0,0.001129460473778164,1556.28,Low
NumCompaniesWorked,-0.524,Reduces Risk,809,2,0,0,0.001129460473778164,1556.28,Low
YearsInCurrentRole,-0.513,Reduces Risk,809,3,0,0,0.001129460473778164,1556.28,Low
Travels Frequently,-0.49,Reduces Risk,809,4,0,0,0.001129460473778164,1556.28,Low
Single,-0.475,Reduces Risk,809,5,0,0,0.001129460473778164,1556.28,Low
YearsSinceLastPromotion,0.812,Increases Risk,607,1,1,0,0.0045553782320470635,6276.04,Low
Sales Executive,0.696,Increases Risk,607,2,1,0,0.0045553782320470635,6276.04,Low
Sales Department,0.404,Increases Risk,607,3,1,0,0.0045553782320470635,6276.04,Low
Travels Rarely,0.35,Increases Risk,607,4,1,0,0.0045553782320470635,6276.04,Low
YearsAtCompany,0.269,Increases Risk,607,5,1,0,0.0045553782320470635,6276.04,Low
YearsInCurrentRole,-0.691,Reduces Risk,607,1,1,0,0.0045553782320470635,6276.04,Low
WorkLifeBalance,-0.515,Reduces Risk,607,2,1,0,0.0045553782320470635,6276.04,Low
JobSatisfaction,-0.51,Reduces Risk,607,3,1,0,0.0045553782320470635,6276.04,Low
Travels Frequently,-0.49,Reduces Risk,607,4,1,0,0.0045553782320470635,6276.04,Low
Single,-0.475,Reduces Risk,607,5,1,0,0.0045553782320470635,6276.04,Low
JobRole_Sales Representative,1.949,Increases Risk,970,1,0,0,0.11727936553733029,53493.46,Medium
NumCompaniesWorked,1.106,Increases Risk,970,2,0,0,0.11727936553733029,53493.46,Medium
YearsInCurrentRole,0.73,Increases Risk,970,3,0,0,0.11727936553733029,53493.46,Medium
YearsWithCurrManager,0.503,Increases Risk,970,4,0,0,0.11727936553733029,53493.46,Medium
Sales Department,0.404,Increases Risk,970,5,0,0,0.11727936553733029,53493.46,Medium
JobInvolvement,-0.61,Reduces Risk,970,1,0,0,0.11727936553733029,53493.46,Medium
YearsAtCompany,-0.609,Reduces Risk,970,2,0,0,0.11727936553733029,53493.46,Medium
JobSatisfaction,-0.51,Reduces Risk,970,3,0,0,0.11727936553733029,53493.46,Medium
Travels Frequently,-0.49,Reduces Risk,970,4,0,0,0.11727936553733029,53493.46,Medium
Single,-0.475,Reduces Risk,970,5,0,0,0.11727936553733029,53493.46,Medium
YearsAtCompany,0.928,Increases Risk,736,1,0,0,0.012662504491930097,25069.48,Low
NumCompaniesWorked,0.903,Increases Risk,736,2,0,0,0.012662504491930097,25069.48,Low
Single,0.883,Increases Risk,736,3,0,0,0.012662504491930097,25069.48,Low
Travels Rarely,0.35,Increases Risk,736,4,0,0,0.012662504491930097,25069.48,Low
JobInvolvement,0.343,Increases Risk,736,5,0,0,0.012662504491930097,25069.48,Low
YearsInCurrentRole,-1.223,Reduces Risk,736,1,0,0,0.012662504491930097,25069.48,Low
TotalWorkingYears,-0.983,Reduces Risk,736,2,0,0,0.012662504491930097,25069.48,Low
YearsWithCurrManager,-0.547,Reduces Risk,736,3,0,0,0.012662504491930097,25069.48,Low
Travels Frequently,-0.49,Reduces Risk,736,4,0,0,0.012662504491930097,25069.48,Low
Overtime,-0.409,Reduces Risk,736,5,0,0,0.012662504491930097,25069.48,Low
Overtime,1.744,Increases Risk,807,1,0,0,0.08897370117630202,139973.43,High
Sales Executive,0.696,Increases Risk,807,2,0,0,0.08897370117630202,139973.43,High
Sales Department,0.404,Increases Risk,807,3,0,0,0.08897370117630202,139973.43,High
Travels Rarely,0.35,Increases Risk,807,4,0,0,0.08897370117630202,139973.43,High
JobInvolvement,0.343,Increases Risk,807,5,0,0,0.08897370117630202,139973.43,High
NumCompaniesWorked,-0.524,Reduces Risk,807,1,0,0,0.08897370117630202,139973.43,High
YearsInCurrentRole,-0.513,Reduces Risk,807,2,0,0,0.08897370117630202,139973.43,High
Travels Frequently,-0.49,Reduces Risk,807,3,0,0,0.08897370117630202,139973.43,High
Single,-0.475,Reduces Risk,807,4,0,0,0.08897370117630202,139973.43,High
YearsWithCurrManager,-0.416,Reduces Risk,807,5,0,0,0.08897370117630202,139973.43,High
YearsInCurrentRole,0.73,Increases Risk,365,1,0,0,0.0024129049742621866,2283.67,Low
Manufacturing Director,0.541,Increases Risk,365,2,0,0,0.0024129049742621866,2283.67,Low
YearsWithCurrManager,0.503,Increases Risk,365,3,0,0,0.0024129049742621866,2283.67,Low
Married,0.239,Increases Risk,365,4,0,0,0.0024129049742621866,2283.67,Low
Life Sciences,0.219,Increases Risk,365,5,0,0,0.0024129049742621866,2283.67,Low
Travels Rarely,-0.622,Reduces Risk,365,1,0,0,0.0024129049742621866,2283.67,Low
YearsAtCompany,-0.609,Reduces Risk,365,2,0,0,0.0024129049742621866,2283.67,Low
WorkLifeBalance,-0.515,Reduces Risk,365,3,0,0,0.0024129049742621866,2283.67,Low
Travels Frequently,-0.49,Reduces Risk,365,4,0,0,0.0024129049742621866,2283.67,Low
Single,-0.475,Reduces Risk,365,5,0,0,0.0024129049742621866,2283.67,Low
Travels Frequently,1.326,Increases Risk,1319,1,0,0,0.372145881481191,311352.13,High
NumCompaniesWorked,1.106,Increases Risk,1319,2,0,0,0.372145881481191,311352.13,High
Single,0.883,Increases Risk,1319,3,0,0,0.372145881481191,311352.13,High
YearsInCurrentRole,0.73,Increases Risk,1319,4,0,0,0.372145881481191,311352.13,High
Sales Executive,0.696,Increases Risk,1319,5,0,0,0.372145881481191,311352.13,High
YearsAtCompany,-0.719,Reduces Risk,1319,1,0,0,0.372145881481191,311352.13,High
Travels Rarely,-0.622,Reduces Risk,1319,2,0,0,0.372145881481191,311352.13,High
EnvironmentSatisfaction,-0.588,Reduces Risk,1319,3,0,0,0.372145881481191,311352.13,High
WorkLifeBalance,-0.515,Reduces Risk,1319,4,0,0,0.372145881481191,311352.13,High
JobSatisfaction,-0.51,Reduces Risk,1319,5,0,0,0.372145881481191,311352.13,High
Single,0.883,Increases Risk,78,1,0,0,0.018554843970112107,45636.01,Medium
EnvironmentSatisfaction,0.55,Increases Risk,78,2,0,0,0.018554843970112107,45636.01,Medium
YearsInCurrentRole,0.375,Increases Risk,78,3,0,0,0.018554843970112107,45636.01,Medium
Travels Rarely,0.35,Increases Risk,78,4,0,0,0.018554843970112107,45636.01,Medium
EstimatedMonthlySalary,0.326,Increases Risk,78,5,0,0,0.018554843970112107,45636.01,Medium
JobRole_Research Director,-1.125,Reduces Risk,78,1,0,0,0.018554843970112107,45636.01,Medium
WorkLifeBalance,-0.515,Reduces Risk,78,2,0,0,0.018554843970112107,45636.01,Medium
Travels Frequently,-0.49,Reduces Risk,78,3,0,0,0.018554843970112107,45636.01,Medium
Overtime,-0.409,Reduces Risk,78,4,0,0,0.018554843970112107,45636.01,Medium
Medical,-0.343,Reduces Risk,78,5,0,0,0.018554843970112107,45636.01,Medium
YearsAtCompany,1.916,Increases Risk,244,1,0,0,0.005811444546451676,20086.44,Low
YearsInCurrentRole,0.73,Increases Risk,244,2,0,0,0.005811444546451676,20086.44,Low
EstimatedMonthlySalary,0.553,Increases Risk,244,3,0,0,0.005811444546451676,20086.44,Low
Travels Rarely,0.35,Increases Risk,244,4,0,0,0.005811444546451676,20086.44,Low
Married,0.239,Increases Risk,244,5,0,0,0.005811444546451676,20086.44,Low
TotalWorkingYears,-0.865,Reduces Risk,244,1,0,0,0.005811444546451676,20086.44,Low
JobInvolvement,-0.61,Reduces Risk,244,2,0,0,0.005811444546451676,20086.44,Low
NumCompaniesWorked,-0.524,Reduces Risk,244,3,0,0,0.005811444546451676,20086.44,Low
Other Education,-0.519,Reduces Risk,244,4,0,0,0.005811444546451676,20086.44,Low
JobSatisfaction,-0.51,Reduces Risk,244,5,0,0,0.005811444546451676,20086.44,Low
Overtime,1.744,Increases Risk,1167,1,1,1,0.7031227654088205,688497.81,High
JobInvolvement,0.819,Increases Risk,1167,2,1,1,0.7031227654088205,688497.81,High
NumCompaniesWorked,0.699,Increases Risk,1167,3,1,1,0.7031227654088205,688497.81,High
Sales Executive,0.696,Increases Risk,1167,4,1,1,0.7031227654088205,688497.81,High
EnvironmentSatisfaction,0.55,Increases Risk,1167,5,1,1,0.7031227654088205,688497.81,High
JobSatisfaction,-0.51,Reduces Risk,1167,1,1,1,0.7031227654088205,688497.81,High
YearsAtCompany,-0.5,Reduces Risk,1167,2,1,1,0.7031227654088205,688497.81,High
Travels Frequently,-0.49,Reduces Risk,1167,3,1,1,0.7031227654088205,688497.81,High
Single,-0.475,Reduces Risk,1167,4,1,1,0.7031227654088205,688497.81,High
Medical,-0.343,Reduces Risk,1167,5,1,1,0.7031227654088205,688497.81,High
Laboratory Technician,1.794,Increases Risk,1142,1,0,1,0.7309962593451796,759081.14,High
Overtime,1.744,Increases Risk,1142,2,0,1,0.7309962593451796,759081.14,High
Single,0.883,Increases Risk,1142,3,0,1,0.7309962593451796,759081.14,High
JobInvolvement,0.819,Increases Risk,1142,4,0,1,0.7309962593451796,759081.14,High
JobSatisfaction,0.676,Increases Risk,1142,5,0,1,0.7309962593451796,759081.14,High
YearsInCurrentRole,-0.513,Reduces Risk,1142,1,0,1,0.7309962593451796,759081.14,High
Travels Frequently,-0.49,Reduces Risk,1142,2,0,1,0.7309962593451796,759081.14,High
Medical,-0.343,Reduces Risk,1142,3,0,1,0.7309962593451796,759081.14,High
NumCompaniesWorked,-0.32,Reduces Risk,1142,4,0,1,0.7309962593451796,759081.14,High
Male,-0.296,Reduces Risk,1142,5,0,1,0.7309962593451796,759081.14,High
Sales Executive,0.696,Increases Risk,679,1,0,0,0.008625985501177994,10763.16,Low
YearsWithCurrManager,0.503,Increases Risk,679,2,0,0,0.008625985501177994,10763.16,Low
DistanceFromHome,0.452,Increases Risk,679,3,0,0,0.008625985501177994,10763.16,Low
Sales Department,0.404,Increases Risk,679,4,0,0,0.008625985501177994,10763.16,Low
YearsAtCompany,0.269,Increases Risk,679,5,0,0,0.008625985501177994,10763.16,Low
YearsInCurrentRole,-0.691,Reduces Risk,679,1,0,0,0.008625985501177994,10763.16,Low
Travels Rarely,-0.622,Reduces Risk,679,2,0,0,0.008625985501177994,10763.16,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,679,3,0,0,0.008625985501177994,10763.16,Low
Travels Frequently,-0.49,Reduces Risk,679,4,0,0,0.008625985501177994,10763.16,Low
Single,-0.475,Reduces Risk,679,5,0,0,0.008625985501177994,10763.16,Low
JobSatisfaction,0.676,Increases Risk,782,1,0,0,0.07502809539687907,134469.85,Medium
Manufacturing Director,0.541,Increases Risk,782,2,0,0,0.07502809539687907,134469.85,Medium
DistanceFromHome,0.452,Increases Risk,782,3,0,0,0.07502809539687907,134469.85,Medium
YearsInCurrentRole,0.375,Increases Risk,782,4,0,0,0.07502809539687907,134469.85,Medium
Travels Rarely,0.35,Increases Risk,782,5,0,0,0.07502809539687907,134469.85,Medium
NumCompaniesWorked,-0.524,Reduces Risk,782,1,0,0,0.07502809539687907,134469.85,Medium
Other Education,-0.519,Reduces Risk,782,2,0,0,0.07502809539687907,134469.85,Medium
Travels Frequently,-0.49,Reduces Risk,782,3,0,0,0.07502809539687907,134469.85,Medium
Single,-0.475,Reduces Risk,782,4,0,0,0.07502809539687907,134469.85,Medium
Overtime,-0.409,Reduces Risk,782,5,0,0,0.07502809539687907,134469.85,Medium
Laboratory Technician,1.794,Increases Risk,416,1,0,0,0.22404239314746577,68637.63,Medium
Overtime,1.744,Increases Risk,416,2,0,0,0.22404239314746577,68637.63,Medium
Travels Frequently,1.326,Increases Risk,416,3,0,0,0.22404239314746577,68637.63,Medium
YearsInCurrentRole,0.73,Increases Risk,416,4,0,0,0.22404239314746577,68637.63,Medium
TotalWorkingYears,0.557,Increases Risk,416,5,0,0,0.22404239314746577,68637.63,Medium
Travels Rarely,-0.622,Reduces Risk,416,1,0,0,0.22404239314746577,68637.63,Medium
YearsAtCompany,-0.609,Reduces Risk,416,2,0,0,0.22404239314746577,68637.63,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,416,3,0,0,0.22404239314746577,68637.63,Medium
JobSatisfaction,-0.51,Reduces Risk,416,4,0,0,0.22404239314746577,68637.63,Medium
Single,-0.475,Reduces Risk,416,5,0,0,0.22404239314746577,68637.63,Medium
Single,0.883,Increases Risk,141,1,0,0,0.10920710146396799,67856.92,Medium
DistanceFromHome,0.826,Increases Risk,141,2,0,0,0.10920710146396799,67856.92,Medium
Research Scientist,0.75,Increases Risk,141,3,0,0,0.10920710146396799,67856.92,Medium
NumCompaniesWorked,0.495,Increases Risk,141,4,0,0,0.10920710146396799,67856.92,Medium
Travels Rarely,0.35,Increases Risk,141,5,0,0,0.10920710146396799,67856.92,Medium
JobSatisfaction,-0.51,Reduces Risk,141,1,0,0,0.10920710146396799,67856.92,Medium
Travels Frequently,-0.49,Reduces Risk,141,2,0,0,0.10920710146396799,67856.92,Medium
Overtime,-0.409,Reduces Risk,141,3,0,0,0.10920710146396799,67856.92,Medium
Medical,-0.343,Reduces Risk,141,4,0,0,0.10920710146396799,67856.92,Medium
YearsSinceLastPromotion,-0.313,Reduces Risk,141,5,0,0,0.10920710146396799,67856.92,Medium
Travels Frequently,1.326,Increases Risk,70,1,0,0,0.19732682274655708,194394.55,High
NumCompaniesWorked,0.903,Increases Risk,70,2,0,0,0.19732682274655708,194394.55,High
Single,0.883,Increases Risk,70,3,0,0,0.19732682274655708,194394.55,High
Sales Executive,0.696,Increases Risk,70,4,0,0,0.19732682274655708,194394.55,High
EnvironmentSatisfaction,0.55,Increases Risk,70,5,0,0,0.19732682274655708,194394.55,High
Travels Rarely,-0.622,Reduces Risk,70,1,0,0,0.19732682274655708,194394.55,High
Age,-0.619,Reduces Risk,70,2,0,0,0.19732682274655708,194394.55,High
TotalWorkingYears,-0.568,Reduces Risk,70,3,0,0,0.19732682274655708,194394.55,High
Overtime,-0.409,Reduces Risk,70,4,0,0,0.19732682274655708,194394.55,High
Life Sciences,-0.373,Reduces Risk,70,5,0,0,0.19732682274655708,194394.55,High
YearsSinceLastPromotion,0.972,Increases Risk,15,1,0,0,0.014892952754515925,26753.7,Low
JobSatisfaction,0.676,Increases Risk,15,2,0,0,0.014892952754515925,26753.7,Low
Manufacturing Director,0.541,Increases Risk,15,3,0,0,0.014892952754515925,26753.7,Low
DistanceFromHome,0.493,Increases Risk,15,4,0,0,0.014892952754515925,26753.7,Low
YearsAtCompany,0.379,Increases Risk,15,5,0,0,0.014892952754515925,26753.7,Low
YearsInCurrentRole,-0.868,Reduces Risk,15,1,0,0,0.014892952754515925,26753.7,Low
JobInvolvement,-0.61,Reduces Risk,15,2,0,0,0.014892952754515925,26753.7,Low
YearsWithCurrManager,-0.547,Reduces Risk,15,3,0,0,0.014892952754515925,26753.7,Low
Travels Frequently,-0.49,Reduces Risk,15,4,0,0,0.014892952754515925,26753.7,Low
Single,-0.475,Reduces Risk,15,5,0,0,0.014892952754515925,26753.7,Low
Single,0.883,Increases Risk,1195,1,0,0,0.010991634494774668,30427.26,Medium
YearsWithCurrManager,0.503,Increases Risk,1195,2,0,0,0.010991634494774668,30427.26,Medium
EstimatedMonthlySalary,0.396,Increases Risk,1195,3,0,0,0.010991634494774668,30427.26,Medium
Travels Rarely,0.35,Increases Risk,1195,4,0,0,0.010991634494774668,30427.26,Medium
NumCompaniesWorked,0.291,Increases Risk,1195,5,0,0,0.010991634494774668,30427.26,Medium
TotalWorkingYears,-0.746,Reduces Risk,1195,1,0,0,0.010991634494774668,30427.26,Medium
YearsInCurrentRole,-0.513,Reduces Risk,1195,2,0,0,0.010991634494774668,30427.26,Medium
Travels Frequently,-0.49,Reduces Risk,1195,3,0,0,0.010991634494774668,30427.26,Medium
Overtime,-0.409,Reduces Risk,1195,4,0,0,0.010991634494774668,30427.26,Medium
Life Sciences,-0.373,Reduces Risk,1195,5,0,0,0.010991634494774668,30427.26,Medium
Laboratory Technician,1.794,Increases Risk,1066,1,0,0,0.22194490222270197,153328.42,High
NumCompaniesWorked,1.106,Increases Risk,1066,2,0,0,0.22194490222270197,153328.42,High
EnvironmentSatisfaction,0.55,Increases Risk,1066,3,0,0,0.22194490222270197,153328.42,High
Travels Rarely,0.35,Increases Risk,1066,4,0,0,0.22194490222270197,153328.42,High
JobInvolvement,0.343,Increases Risk,1066,5,0,0,0.22194490222270197,153328.42,High
Travels Frequently,-0.49,Reduces Risk,1066,1,0,0,0.22194490222270197,153328.42,High
Single,-0.475,Reduces Risk,1066,2,0,0,0.22194490222270197,153328.42,High
Overtime,-0.409,Reduces Risk,1066,3,0,0,0.22194490222270197,153328.42,High
TrainingTimesLastYear,-0.363,Reduces Risk,1066,4,0,0,0.22194490222270197,153328.42,High
Medical,-0.343,Reduces Risk,1066,5,0,0,0.22194490222270197,153328.42,High
Research Scientist,0.75,Increases Risk,1023,1,0,0,0.01287885228881035,4789.39,Low
JobSatisfaction,0.676,Increases Risk,1023,2,0,0,0.01287885228881035,4789.39,Low
EnvironmentSatisfaction,0.55,Increases Risk,1023,3,0,0,0.01287885228881035,4789.39,Low
YearsWithCurrManager,0.503,Increases Risk,1023,4,0,0,0.01287885228881035,4789.39,Low
YearsInCurrentRole,0.375,Increases Risk,1023,5,0,0,0.01287885228881035,4789.39,Low
Age,-0.539,Reduces Risk,1023,1,0,0,0.01287885228881035,4789.39,Low
WorkLifeBalance,-0.515,Reduces Risk,1023,2,0,0,0.01287885228881035,4789.39,Low
Travels Frequently,-0.49,Reduces Risk,1023,3,0,0,0.01287885228881035,4789.39,Low
Single,-0.475,Reduces Risk,1023,4,0,0,0.01287885228881035,4789.39,Low
Overtime,-0.409,Reduces Risk,1023,5,0,0,0.01287885228881035,4789.39,Low
TrainingTimesLastYear,0.434,Increases Risk,958,1,0,0,0.0010468333505649385,1601.66,Low
Travels Rarely,0.35,Increases Risk,958,2,0,0,0.0010468333505649385,1601.66,Low
YearsAtCompany,0.269,Increases Risk,958,3,0,0,0.0010468333505649385,1601.66,Low
WorkLifeBalance,0.221,Increases Risk,958,4,0,0,0.0010468333505649385,1601.66,Low
Medical,0.21,Increases Risk,958,5,0,0,0.0010468333505649385,1601.66,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,958,1,0,0,0.0010468333505649385,1601.66,Low
NumCompaniesWorked,-0.524,Reduces Risk,958,2,0,0,0.0010468333505649385,1601.66,Low
YearsInCurrentRole,-0.513,Reduces Risk,958,3,0,0,0.0010468333505649385,1601.66,Low
JobSatisfaction,-0.51,Reduces Risk,958,4,0,0,0.0010468333505649385,1601.66,Low
Travels Frequently,-0.49,Reduces Risk,958,5,0,0,0.0010468333505649385,1601.66,Low
Laboratory Technician,1.794,Increases Risk,930,1,0,0,0.3442070912510964,175834.75,High
Travels Frequently,1.326,Increases Risk,930,2,0,0,0.3442070912510964,175834.75,High
Single,0.883,Increases Risk,930,3,0,0,0.3442070912510964,175834.75,High
YearsSinceLastPromotion,0.812,Increases Risk,930,4,0,0,0.3442070912510964,175834.75,High
YearsInCurrentRole,0.73,Increases Risk,930,5,0,0,0.3442070912510964,175834.75,High
Travels Rarely,-0.622,Reduces Risk,930,1,0,0,0.3442070912510964,175834.75,High
